External ID,A1 Attention,A1 Addressee,A1 Address 1,A1 City,A1 State,A1 Zip,A1 Country,A1 Default Shipping,A1 Default Billing,A2 Attention,A2 Addressee,A2 Address 1,A2 City,A2 State,A2 Zip,A2 Country,A2 Default Shipping,A2 Default Billing
NORDRACK-297,Store # 297,CS Rack Warehouse,5050 Chavenelle Rd,Dubuque,IA,52002,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-003,Store # 003,Southcenter Square Rack,"17200 Southcenter Pkwy, Ste 110",Tukwila,WA,98188,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-011,Store # 011,Anchorage Rack,680 E Northern Lights Blvd,Anchorage,AK,99503,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-014,Store # 014,Factoria Square Rack,3920 124th St SE,Bellevue,WA,98006,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-015,Store # 015,Golde Creek Rack,19500 Alderwood Mall Pkwy,Lynnwood,WA,98036,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-016,Store # 016,Downtown Seattle Rack,"400 Pine St, Ste 36",Seattle,WA,98101,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-017,Store # 017,The Outlet Collection Rack,"1101 Outlet Collection Dr SW,  Ste 1320",Auburn,WA,98001,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-022,Store # 022,Clackamas Promenade Rack,8930 SE Sunnyside Rd,Clackamas,OR,97015,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-027,Store # 027,Tanasbourne Town Center Rack,18100 NW Evergreen Pkwy,Beaverton,OR,97006,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-033,Store # 033,Sugarhouse Rack,2210 S 1300 E,Salt Lake City,UT,84106,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-036,Store # 036,Park Meadows Rack,8676 S Park Meadows Center Dr,Lone Tree,CO,80124,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-048,Store # 048,Ward Village Shops Rack,1170 Auahi St,Honolulu,HI,96814,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-071,Store # 071,Comnons at South Towne Rack,10379 S State St,Sandy,UT,84070,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-072,Store # 072,Station Park Rack,380 N Station Pkwy,Farmington,UT,84025,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-074,Store # 074,University Crossing Rack,360 E University Pkwy,Orem,UT,84058,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-109,Store # 109,Spokane Valley Plaza Rack,14018 E Indiana Ave,Spokane,WA,99216,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-110,Store # 110,BelMar Rack,393 S Vance St,Lakewood,CO,80226,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-111,Store # 111,Northgate Rack,"401 NE Northgate Way, Ste 304",Seattle,WA,98125,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-112,Store # 112,Oakway Center Rack,5 Oakway Center,Eugene,OR,97401,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-113,Store # 113,Cascade Station Rack,10159 NE Cascades Pkwy,Portland,OR,97220,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-120,Store # 120,Tacoma Mall Rack,"4502 S Steele St, Ste 1670",Tacoma,WA,98409,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-125,Store # 125,Cascade Plaza Rack,9175 SW Cascade Ave,Beaverton,OR,97008,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-130,Store # 130,Boise Town Rack,534 N Milwaukee St,Boise,ID,83704,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-135,Store # 135,Twenty Ninth Street Rack,"1601 29th St, Ste 1301",Boulder,CO,80301,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-136,Store # 136,Cherry Creek Rack,1505 S Colorado Blvd,Denver,CO,80222,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-137,Store # 137,Chapel Hills East Rack,7645 Academy Blvd N,Colorado Springs,CO,80920,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-138,Store # 138,Lincoln Square Rack,"500 Bellevue Way NE, Ste 145",Bellevue,WA,98004,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-139,Store # 139,Totem Lake Rack,12520 Totem Lake Blvd NE #120,Kirkland,WA,98034,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-140,Store # 140,Foothills Mall Rack,3050 S College Ave,Fort Collins,CO,80525,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-148,Store # 148,The Orchard Rack,14530 Delaware St,Westminster,CO,80023,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-150,Store # 150,Tempe Marketplace Rack,1900 E Rio Salado Pkwy,Tempe,AZ,85281,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-151,Store # 151,Wilmot Plaza Rack,6317 E Broadway Blvd,Tucson,AZ,85710,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-154,Store # 154,San Tan Village Rack,2090 E Williams Field Rd,Gilbert,AZ,85295,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-155,Store # 155,Winrock Rack,2100 Louisana Blvd NE,Albuquerque,NM,87110,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-160,Store # 160,The Center at Rancho Niguel Rack,27991 Greenfield Dr,Laguna Niguel,CA,92677,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-161,Store # 161,Valencia Promenade Rack,27095 McBean Pkwy,Santa Clarita,CA,91355,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-162,Store # 162,El Segundo Plaza Rack,720 S Pacific Coast Hwy,El Segundo,CA,90245,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-163,Store # 163,Fig at 7th Rack,"735 S Figueroa St, Ste 150",Los Angeles,CA,90017,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-164,Store # 164,Porter Ranch Rack,"20039 W Rinaldi St, Ste 120",Porter Ranch,CA,91326,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-165,Store # 165,Marina Pacifica Mall Rack,6274 E Pacific Coast Hwy,Long Beach,CA,90803,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-166,Store # 166,The Shops at La Jolla Village Rack,8875 Villa La Jolla Dr,La Jolla,CA,92037,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-167,Store # 167,Cerritos Plaza Rack,11111 183rd St,Cerritos,CA,90703,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-168,Store # 168,The Market Place Rack,2882 El Camino Real,Tustin,CA,92782,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-200,Store # 200,Overland Crossing Rack,12050 Metcalf Ave,Overland Park,KS,66213,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-217,Store # 217,Southlands Rack,"24101 E Orchard Rd, Unit A",Aurora,CO,80016,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-224,Store # 224,Woodfield Rack,1520 E Golf Rd,Schaumburg,IL,60173,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-229,Store # 229,Village Square Rack,199 Skokie Blvd,Northbrook,IL,60062,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-231,Store # 231,Troy Market Place Rack,822 E Big Beaver Rd,Troy,MI,48083,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-233,Store # 233,Mall of America Rack,324 W Market,Bloomington,MN,55425,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-241,Store # 241,Legacy Village Rack,25149 Cedar Rd,Lyndhurst,OH,44124,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-242,Store # 242,Orland Park Place Rack,140 Orland Park Place,Orland Park,IL,60462,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-243,Store # 243,Rookwood Rack,2692 Madison Rd,Cincinnati,OH,45208,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-244,Store # 244,Shops at Orchard Place Rack,9625 Skokie Blvd,Skokie,IL,60077,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-245,Store # 245,Chicago Avenue Rack,101 E Chicago Ave,Chicago,IL,60611,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-246,Store # 246,Brentwood Square Rack,1585 S Brentwood Blvd,St. Louis,MO,63144,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-247,Store # 247,Rivers Edge Rack,4036 E 82nd St,Indianapolis,IN,46250,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-248,Store # 248,Orchard Corners Rack,9540 Quivira Rd,Lenexa,KS,66215,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-249,Store # 249,Manchester Highlands Rack,100 Highlands Blvd Dr,Manchester,MO,63011,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-250,Store # 250,Bradley Fair Wichita Rack,"1800 N Rock Rd, Ste 130",Wichita,KS,67206,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-253,Store # 253,Mellody Farm Rack,"901 N Milwaukee Ave, Unit 600",Vernon Hills,IL,60061,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-256,Store # 256,Woodbury Rack,315 Radio Dr,Woodbury,MN,55125,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-264,Store # 264,Harlem Irving Plaza Rack,4250 N Harlem Ave,Norridge,IL,60706,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-265,Store # 265,Shops on Main Rack,185 US Hwy 41,Schererville,IN,46375,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-266,Store # 266,Arborland Center Rack,3547 Washtenaw Ave,Ann Arbor,MI,48104,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-267,Store # 267,Great Lakes michigan Crossing Rack,"4700 Baldwin Rd, Ste A102",Auburn Hills,MI,48326,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-268,Store # 268,Lincoln Park Rack,1551 N Sheffield Ave,Chicago,IL,60642,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-269,Store # 269,Springbrook Prairie Rack,2511 W 75th St,Naperville,IL,60540,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-270,Store # 270,Oak Brook Place Rack,2155 W 22nd St,Oak Brook,IL,60523,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-271,Store # 271,Arbor Lakes Rack,12745 Elm Creek Blvd,Maple Grove,MN,55369,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-272,Store # 272,Mayfair Collection Rack,11500 W Burleigh St,Wauwautosa,WI,53222,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-273,Store # 273,Centerpointe Mall Rack,3615 28th St SE,Grand Rapids,MI,49512,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-274,Store # 274,The Shops at State and Washington Rack,24 N State St,Chicago,IL,60602,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-275,Store # 275,The Shoppes at Knollwood Rack,8344 Highway 7,St. Louis Park,MN,55426,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-276,Store # 276,Easton Market Rack,3736 Eon Market,Columbus,OH,43219,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-277,Store # 277,Crocker Park Rack,30121 Detroit Rd,Westlake,OH,44145,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-278,Store # 278,Sun Center Rack,3702 W Dublin Granville Rd,Columbus,OH,43235,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-279,Store # 279,The Greene Town Center Rack,33 Greene Blvd,Beavercreek,OH,45440,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-280,Store # 280,South Loop Rack,1118 S Canal St,Chicago,IL,60607,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-281,Store # 281,Shelbyville Road Plaza Rack,"4600 Shelbyville Rd, Ste 620",Louisville,KY,40207,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-284,Store # 284,The Plaza at Jordan Creek Rack,320 S Jordan Creek Pkwy,West Des Moines,IA,50266,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-285,Store # 285,Kildeer Village Square Rack,"20393 N Rand Rd, Ste 104",Kildeer,IL,60074,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-286,Store # 286,West Towne Crossing Rack,7349 W Towne Way,Madison,WI,53719,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-288,Store # 288,Novi West Oaks Rack,43839 W Oaks Dr,Novi,MI,48377,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-289,Store # 289,Fashion Outlet Rack,"5220 Fashion Outlets Way, Ste 2325",Rosemont,IL,60018,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-328,Store # 328,Chino Spectrum Towne Center Rack,3849 Grand Ave,Chino,CA,91710,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-329,Store # 329,Brea Union Plaza Rack,2345 E Imperial Hwy,Brea,CA,92821,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-331,Store # 331,Towne Center Rack,44449 Town Center Way,Palm Desert,CA,92260,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-332,Store # 332,Long Beach Exchange Rack,4260 E Carons St,Long Beach,CA,90808,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-334,Store # 334,Colonies Crossroads Rack,1301 E 19th St,Upland,CA,91784,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-336,Store # 336,Outlets at Orange Rack,20 City Blvd W,Orange,CA,92868,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-337,Store # 337,Laguna Hills Mall Rack,23541 Calle De La Louisa,Laguna Hills,CA,92653,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-338,Store # 338,Metro Pointe at South Coast Rack,901 S Coast Dr,Costa Mesa,CA,92626,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-347,Store # 347,Culver City Rack,6000 Sepulveda Blvd,Culver City,CA,90230,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-350,Store # 350,Glendale Fashion Center Rack,227 N Glendale Ave,Glendale,CA,91206,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-351,Store # 351,Beverly Connection Rack,100 N La Cienega Blvd,Los Angeles,CA,90048,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-352,Store # 352,Hastings Village Rack,3363 E Foothill Blvd,Pasadena,CA,91109,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-354,Store # 354,Burbank Empire Center Rack,1601 N Victory Place,Burbank,CA,91504,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-356,Store # 356,Edinger Plaza Rack,7532 Edinger Ave,Huntington Beach,CA,92647,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-357,Store # 357,Riverside Plaza Rack,"3635 Riverside Plaza Dr, Ste 120",Riverside,CA,92506,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-358,Store # 358,Topanga Rack,21490 Victory Blvd,Woodland Hills,CA,91367,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-359,Store # 359,West Covina Rack,1415 Plaza Dr,West Covina,CA,91790,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-363,Store # 363,Plaza Bonita Rack,"3010 Plaza Bonita Rd, Ste 2036",National City,CA,91950,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-366,Store # 366,The Shops at River Walk Rack,"10650 Stockdale Hwy, Ste 300",Bakersfield,CA,93311,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-367,Store # 367,The Shops at Town & Country Rack,2073 E Camelback Rd,Phoenix,AZ,85016,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-368,Store # 368,Commons at Temecula Rack,40450 Winchester Rd,Temecula,CA,92591,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-369,Store # 369,Carmel Mountain Plaza Rack,"11940 Carmel Mtn Rd, Ste 100",San Diego,CA,92128,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-370,Store # 370,South Bay Marketplace Rack,1517 Hawthorne Blvd,Redondo Beach,CA,90278,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-371,Store # 371,The Shops at Summerlin Rack,2310 Park Center Dr,Las Vegas,NV,89135,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-372,Store # 372,Esplanade Shopping Center Rack,261 Esplanade Dr,Oxnard,CA,93033,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-373,Store # 373,The Fountains at Farah Rack,"8889 Gateway Blvd W, Ste 600",El Paso,TX,79925,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-374,Store # 374,Ontario Mills Rack,4750 E Mills Cir,Ontario,CA,91764,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-376,Store # 376,Stephanie Street Rack,"579 N Stephanie St, Ste A",Henderson,NV,89014,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-377,Store # 377,Chandler Festival Rack,2620 W Chandler Blvd,Chandler,AZ,85224,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-378,Store # 378,Mission Valley Rack,1640 Camino Del Rio N,San Diego,CA,92108,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-379,Store # 379,Scottsdale Promenade Rack,16245 N Scottsdale Rd,Scottsdale,AZ,85254,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-383,Store # 383,Grand Plaza Rack,173 S Las Posas Rd,San Marcos,CA,92069,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-388,Store # 388,Arrowhead Crossing Rack,7535 W Bell Rd,Peoria,AZ,85382,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-389,Store # 389,The Corner Rack,4320 N Oracle Rd,Tucson,AZ,85705,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-393,Store # 393,Mountain Grove Rack,27651 San Bernardino Ave,Redlands,CA,92374,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-396,Store # 396,Janss Marketplace Rack,145 W Hillcrest Dr,Thousand Oaks,CA,91360,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-400,Store # 400,Sequoia Mall Rack,"3501 S Mooney Blvd, Unit 110",Visalia,CA,93277,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-401,Store # 401,Bridgepointe Shop Center Rack,2280 Bridgepointe Pkwy,San Mateo,CA,94044,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-402,Store # 402,Promenade at Sacramento Gateway Rack,3561 N Freeway Blvd,Sacramento,CA,95834,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-403,Store # 403,San Clemente Plaza Rack,"550 Camino De Estrella, Ste B",San Clemente,CA,92672,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-405,Store # 405,The Ridge Elk Grove Rack,7430 Elk Grove Blvd,Elk Grove,CA,95757,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-411,Store # 411,Canyon Springs Marketplace Rack,2660 Canyon Springs Pkwy,Riverside,CA,92507,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-413,Store # 413,NoHo West Rack,"6150 Laurel Canyon Blvd, Ste 160",North Hollywood,CA,91606,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-414,Store # 414,Anaheim Hills Festival Rack,8140 E Santa Anna Canyon Rd,Anaheim,CA,92808,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-416,Store # 416,Desert Ridge Marketplace Rack,"21001 N Tatum Blvd, Ste 24",Desert Ridge,AZ,85050,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-428,Store # 428,Daly City Rack,152 Serramonte Center,Daly City,CA,94015,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-431,Store # 431,San Leandro Rack,1285 Marina Blvd,San Leandro,CA,94577,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-432,Store # 432,Westgate Mall Rack,1600 Saratoga Ave,San Jose,CA,95129,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-433,Store # 433,Howe 'Bout Arden Center Rack,"1600 Ethan Way, Ste 100",Sacramento,CA,95825,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-435,Store # 435,East Bay Bridge Shopping Center Rack,3839 Emery St,Emeryville,CA,94608,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-440,Store # 440,Pinole Vista Crossing Rack,1330 Fitzgerald Dr,Pinole,CA,94564,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-441,Store # 441,Best in the West Rack,2060 N Rainbow Blvd,Las Vegas,NV,89108,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-450,Store # 450,Clovis Crossing Rack,1085 Herndon Ave,Clovis,CA,93612,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-470,Store # 470,Roseville Rack,1196 Galleria Blvd,Roseville,CA,95678,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-471,Store # 471,Fresno Rack,7883 N Blackstone Ave,Fresno,CA,93720,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
