External ID,Addressee,Attention,Address 1,City,State,Zip,Country,Default Shipping,Default Billing
NORDRACK-6601,Nordstrom - 6601 - Settlers Market Rack,,"5225 Settlers Market Blvd, Ste 180",Williamsburg,VA,23188,US,T,T
NORDRACK-6621,Nordstrom - 6621 - Main Street At Exton Rack,,"108 Bartlett Ave, Ste 100",Exton,PA,19341,US,T,T
NORDRACK-6622,Nordstrom - 6622 - Promenade at Granite Run Rack,,"1103 W. Baltimore Pike, Ste E",Media,PA,19063,US,T,T
NORDRACK-6626,Nordstrom - 6626 - Congressional Plaza Rack,,1683 Rockville Pike,Rockville,MD,20852,US,T,T
NORDRACK-7742,Nordstrom - 7742 - The Plaza at Citrus Park Rack,,12601 Citrus Plaza Dr,Tampa,FL,33625,US,T,T
NORDRACK-7751,Nordstrom - 7751 - Mooresville crossing Rack,,627 River Hwy,Mooresville,NC,28117,US,T,T
NORDRACK-7752,Nordstrom - 7752 - Triangle Town Place Rack,,"3604 Sumner Blvd, Ste 104",Raleigh,NC,27616,US,T,T
NORDRACK-7753,Nordstrom - 7753 - Cool Springs Market Rack,,2000 Mallory Ln,Franklin,TN,37067,US,T,T
NORDRACK-7754,Nordstrom - 7754 - Sycamore Commons Rack,,"10530 NE Parkway, Ste K",Matthews,NC,28105,US,T,T
NORDRACK-7755,Nordstrom - 7755 - Park West Village Rack,,3121 Market Center Dr,Morrisville,NC,27560,US,T,T
NORDRACK-7756,Nordstrom - 7756 - Pinnacle at Turkey Creek Rack,,11417 Parkside Dr,Farragut,TN,37934,US,T,T
NORDRACK-7760,Nordstrom - 7760 - Pompano Citi Centere Rack,,1440 NE 23rd St,Pompano Beach,FL,32609,US,T,T
NORDRACK-7761,Nordstrom - 7761 - South Beach Regional Rack,,3818 3rd St S,Jacksonville Beach,FL,32250,US,T,T
NORDRACK-7762,Nordstrom - 7762 - Bell Tower Shops Rack,,"13499 S Cleveland Ave, Ste 200",Ft. Meyers,FL,33907,US,T,T
NORDRACK-7763,Nordstrom - 7763 - Pine Ridge Square Rack,,4631 N University Dr,Coral Springs,FL,33067,US,T,T
NORDRACK-7764,Nordstrom - 7764 - The Avenue Viera Rack,,"2291 Town Center Ave, Ste 101",Melbourne,FL,32940,US,T,T
NORDRACK-7766,Nordstrom - 7766 - Lakeside Village Rack,,1500 Town Center Dr,Lakeland,FL,33803,US,T,T
NORDRACK-7767,Nordstrom - 7767 - Coconut Point Rack,,8020 Mediterranean Dr,Estero,FL,33928,US,T,T
NORDRACK-7768,Nordstrom - 7768 - Lake Nona West Rack,,6015 Lake Nona Blvd,Orlando,FL,32827,US,T,T
NORDRACK-7769,Nordstrom - 7769 - Sarasota Pavillion Rack,,6567 S Tamiami Trl,Sarasota,FL,34231,US,T,T
NORDRACK-7771,Nordstrom - 7771 - Johns Creek Town Center Rack,,"3630 Peachtree Pkwy, Ste 100",Suwanee,GA,30024,US,T,T
NORDRACK-7773,Nordstrom - 7773 - Atlantic Station Rack,,1374 Atlantic Dr NW,Atlanta,GA,30363,US,T,T
NORDRACK-7785,Nordstrom - 7785 - New Towne Plaza Rack,,44740 Ford Rd,Canton,MI,48187,US,T,T
